ids,Heating,Cooling,Basement,Flooring1,Flooring2,Architecture,ConstructMat1,ConstructMat2,RoofMat,LotSize,HomeType,TotalLivArea,Bathrooms,Bedrooms,FullBaths,HalfBaths,Stories,ExteriorFeat,ExteriorMat1,ExteriorMat2,Address,StreetName,Region,Zipcode,YearBuilt,PriceSqft,SalePrice,ListingURL,DateSold
4896,Forced air,Central,None,Wood Floors,Wood Floors,Ranch/Rambler,Vinyl Siding,Brick,Shake/Shingle,11761.2,Single Family,1500,2,3,2,0,1,Patio,Brick,Vinyl,"1030 Miller Cir, Crownsville, MD 21032",Miller Cir,Crownsville,MD 21032,1965,199,298000,https://www.zillow.com/homedetails/1030-Miller-Cir-Crownsville-MD-21032/36017740_zpid/,19-Sep
4897,Forced air,Central,Partially finished,Wood Floors,Wood Floors,Ranch/Rambler,Stone,Brick,Shake/Shingle,23958,Single Family,1682,3,3,3,0,2,Yard,Brick,Stone,"771 Whitneys Landing Dr, Crownsville, MD 21032",Whitneys Landing Dr,Crownsville,MD 21032,1966,207,349000,https://www.zillow.com/homedetails/771-Whitneys-Landing-Dr-Crownsville-MD-21032/36017571_zpid/,19-Sep
4898,Forced air,Central,Finished basement,Wood Floors,Wood Floors,Split Foyer,Vinyl Siding,Vinyl Siding,Shake/Shingle,18295.2,Single Family,2464,3,3,2,1,2,Water,Vinyl,Vinyl,"810 Miner Rd, Crownsville, MD 21032",Miner Rd,Crownsville,MD 21032,1967,166,410000,https://www.zillow.com/homedetails/810-Miner-Rd-Crownsville-MD-21032/36017125_zpid/,19-Aug
4899,Heat pump,Central,Partially finished,No Data,No Data,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,81892.8,Single Family,5768,4,4,3,1,3,Patio,Vinyl,Vinyl,"2018 Penderbrooke Dr, Crownsville, MD 21032",Penderbrooke Dr,Crownsville,MD 21032,1999,120,690000,https://www.zillow.com/homedetails/2018-Penderbrooke-Dr-Crownsville-MD-21032/36013729_zpid/,19-Aug
4900,Heat pump,Central,Finished basement,Carpet,Wood Floors,Colonial,Stone,Vinyl Siding,Composition,9999,Single Family,2521,4,4,3,1,2,Patio,Stone,Vinyl,"538 Ridgley Rd, Crownsville, MD 21032",Ridgley Rd,Crownsville,MD 21032,1998,188,475000,https://www.zillow.com/homedetails/538-Ridgley-Rd-Crownsville-MD-21032/36013595_zpid/,19-Aug
4901,Forced air,Geothermal,Finished basement,Carpet,Carpet,Contemporary,Composition,Composition,Composition,87120,Single Family,6412,4,3,3,1,3,Patio,Composition,Composition,"1190 Harbor Tree Dr, Crownsville, MD 21032",Harbor Tree Dr,Crownsville,MD 21032,2002,105,674000,https://www.zillow.com/homedetails/1190-Harbor-Tree-Dr-Crownsville-MD-21032/35996452_zpid/,19-Aug
4902,Baseboard,Central,Partially finished,Carpet,Wood Floors,Cape Cod,Other,Other,Shake/Shingle,41817.6,Single Family,2126,2,5,2,0,3,Patio,Other,Other,"1012 Generals Hwy, Crownsville, MD 21032",Generals Hwy,Crownsville,MD 21032,1950,160,340000,https://www.zillow.com/homedetails/1012-Generals-Hwy-Crownsville-MD-21032/35995313_zpid/,19-Aug
4903,Heat pump,Central,Partially finished,Hardwood,Hardwood,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,53143.2,Single Family,4312,3,4,2,1,2,Patio,Other,Other,"1201 Shelby Dale Ln, Crownsville, MD 21032",Shelby Dale Ln,Crownsville,MD 21032,2000,168,725000,https://www.zillow.com/homedetails/1201-Shelby-Dale-Ln-Crownsville-MD-21032/36013692_zpid/,19-Aug
4904,Forced air,Central,Partially finished,Carpet,Concrete,Colonial,No Data,No Data,Shake/Shingle,64904.4,Single Family,5347,5,5,4,1,1.5,Water,Vinyl,Vinyl,"1216 Tailwind Ct, Crownsville, MD 21032",Tailwind Ct,Crownsville,MD 21032,2004,136,725000,https://www.zillow.com/homedetails/1216-Tailwind-Ct-Crownsville-MD-21032/60915579_zpid/,19-Aug
4905,Heat pump,Central,Finished basement,Carpet,Hardwood,Contemporary,Vinyl Siding,Vinyl Siding,Shake/Shingle,8712,Single Family,3600,4,4,3,1,3,Patio,Vinyl,Vinyl,"423 Mountain Rd, Crownsville, MD 21032",Mountain Rd,Crownsville,MD 21032,2006,149,538000,https://www.zillow.com/homedetails/423-Mountain-Rd-Crownsville-MD-21032/36010678_zpid/,19-Aug
4906,Forced air,Central,Finished basement,Linoleum / Vinyl,Tile,Split Foyer,Aluminum Siding,Brick,Shake/Shingle,14810.4,Single Family,1414,2,4,2,0,2,Patio,Brick,Vinyl,"1062 Hampton Dr, Crownsville, MD 21032",Hampton Dr,Crownsville,MD 21032,1975,269,380000,https://www.zillow.com/homedetails/1062-Hampton-Dr-Crownsville-MD-21032/36017103_zpid/,19-Aug
4907,Baseboard,None,Finished basement,Wood Floors,Wood Floors,Ranch/Rambler,Vinyl Siding,Vinyl Siding,Shake/Shingle,87120,Single Family,1024,1,2,1,0,2,Water,Vinyl,Vinyl,"1629 Severn Chapel Rd, Crownsville, MD 21032",Severn Chapel Rd,Crownsville,MD 21032,1954,209,214000,https://www.zillow.com/homedetails/1629-Severn-Chapel-Rd-Crownsville-MD-21032/35995328_zpid/,19-Aug
4908,Heat pump,Central,None,Hardwood,Hardwood,Colonial,Vinyl Siding,Stone,No Data,10123,Single Family,2879,4,5,3,1,0,Patio,No Data,No Data,"1706 Trents Way, Annapolis, MD 21409",Trents Way,Annapolis,MD 21409,2018,205,591000,https://www.zillow.com/homedetails/1706-Trents-Way-Annapolis-MD-21409/241908380_zpid/,19-Jul
4909,Forced air,Central,Finished basement,Hardwood,Hardwood,Colonial,Other,Other,Other,45302.4,Single Family,5932,5,4,4,1,2,Patio,Other,Other,"650 Tailwind Ln, Crownsville, MD 21032",Tailwind Ln,Crownsville,MD 21032,2004,137,810000,https://www.zillow.com/homedetails/650-Tailwind-Ln-Crownsville-MD-21032/60915544_zpid/,19-Jul
4910,Forced air,Other,None,Hardwood,Hardwood,No Data,No Data,No Data,Shake/Shingle,87120,Single Family,994,1,2,1,0,1,None,Vinyl,Vinyl,"1440 Hoppa Rd, Crownsville, MD 21032",Hoppa Rd,Crownsville,MD 21032,2005,262,260000,https://www.zillow.com/homedetails/1440-Hoppa-Rd-Crownsville-MD-21032/36012697_zpid/,19-Jul
4911,Heat pump,Central,None,Carpet,Hardwood,Split level,Vinyl Siding,Vinyl Siding,Shake/Shingle,5000,Single Family,1614,2,3,2,0,2,Patio,Vinyl,Vinyl,"369 Beech Trl, Crownsville, MD 21032",Beech Trl,Crownsville,MD 21032,2009,254,410000,https://www.zillow.com/homedetails/369-Beech-Trl-Crownsville-MD-21032/36010581_zpid/,19-Jul
4912,Heat pump,Central,None,Hardwood,Hardwood,Contemporary,Wood Siding,Wood Siding,Shake/Shingle,22651.2,Single Family,2786,3,4,3,0,2,Patio,Wood,Wood,"608 Topland Dr, Crownsville, MD 21032",Topland Dr,Crownsville,MD 21032,1959,178,495000,https://www.zillow.com/homedetails/608-Topland-Dr-Crownsville-MD-21032/36017866_zpid/,19-Jul
4913,Heat pump,Central,Finished basement,Hardwood,Hardwood,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,35719.2,Single Family,2960,4,5,3,1,2,Patio,Other,Other,"531 Herald Harbor Rd, Crownsville, MD 21032",Herald Harbor Rd,Crownsville,MD 21032,2014,174,515000,https://www.zillow.com/homedetails/531-Herald-Harbor-Rd-Crownsville-MD-21032/36013547_zpid/,19-Jul
4914,Heat pump,Central,Finished basement,Carpet,Hardwood,Contemporary,No Data,No Data,Shake/Shingle,97574.4,Single Family,4816,4,4,3,1,3,Patio,Other,Other,"1192 E Mahogany Ln, Crownsville, MD 21032",E Mahogany Ln,Crownsville,MD 21032,1988,123,590000,https://www.zillow.com/homedetails/1192-E-Mahogany-Ln-Crownsville-MD-21032/36016750_zpid/,19-Jul
4915,Forced air,Central,Finished basement,Hardwood,Hardwood,Colonial,No Data,No Data,Shake/Shingle,55321.2,Single Family,7233,4,4,3,1,3,Patio,Composition,Stone,"1226 Algonquin Rd, Crownsville, MD 21032",Algonquin Rd,Crownsville,MD 21032,1994,162,1170000,https://www.zillow.com/homedetails/1226-Algonquin-Rd-Crownsville-MD-21032/35998855_zpid/,19-Jul
4916,Heat pump,Central,Partially finished,Carpet,Hardwood,Colonial,Brick,Aluminum Siding,Asphalt,87120,Single Family,3682,3,3,2,1,2,Patio,Brick,Stone,"1290 Dorothy Rd, Crownsville, MD 21032",Dorothy Rd,Crownsville,MD 21032,1984,160,589000,https://www.zillow.com/homedetails/1290-Dorothy-Rd-Crownsville-MD-21032/35997657_zpid/,19-Jul
4917,Heat pump,Central,Finished basement,Other,Other,Other,Vinyl Siding,Vinyl Siding,Other,12196.8,Single Family,2190,3,4,2,1,2,Patio,Vinyl,Vinyl,"708 Latham Dr, Crownsville, MD 21032",Latham Dr,Crownsville,MD 21032,1972,187,410000,https://www.zillow.com/homedetails/708-Latham-Dr-Crownsville-MD-21032/36017513_zpid/,19-Jul
4918,Heat pump,Central,Finished basement,Hardwood,Hardwood,Colonial,Brick,Vinyl Siding,Asphalt,87555.6,Single Family,5100,5,5,4,1,3,Patio,Brick,Vinyl,"2004 Martins Grant Ct, Crownsville, MD 21032",Martins Grant Ct,Crownsville,MD 21032,1998,164,835000,https://www.zillow.com/homedetails/2004-Martins-Grant-Ct-Crownsville-MD-21032/36007357_zpid/,19-Jul
4919,Forced air,Central,Finished basement,No Data,No Data,Split Foyer,Vinyl Siding,Vinyl Siding,Shake/Shingle,11761.2,Single Family,2360,2,4,2,0,2,Patio,Vinyl,Vinyl,"1131 Severnview Dr, Crownsville, MD 21032",Severnview Dr,Crownsville,MD 21032,1973,173,407500,https://www.zillow.com/homedetails/1131-Severnview-Dr-Crownsville-MD-21032/36017332_zpid/,19-Jul
4920,Heat pump,Central,Finished basement,No Data,No Data,Colonial,Brick,Brick,Shake/Shingle,92347.2,Single Family,6375,4,6,3,1,2,Patio,Brick,Brick,"2012 Martins Grant Ct, Crownsville, MD 21032",Martins Grant Ct,Crownsville,MD 21032,1994,114,725000,https://www.zillow.com/homedetails/2012-Martins-Grant-Ct-Crownsville-MD-21032/36007356_zpid/,19-Jul
4921,Forced air,Central,Finished basement,Carpet,Hardwood,Colonial,No Data,No Data,Shake/Shingle,57063.6,Single Family,5128,4,5,4,1,2,Patio,Brick,Brick,"2033 Haverford Dr, Crownsville, MD 21032",Haverford Dr,Crownsville,MD 21032,1998,145,746000,https://www.zillow.com/homedetails/2033-Haverford-Dr-Crownsville-MD-21032/36013963_zpid/,19-Jul
4922,Heat pump,Central,Partially finished,Hardwood,Hardwood,Other,Other,Other,Composition,88426.8,Single Family,2240,3,4,2,1,2,Patio,Wood,Wood,"1169 Harbor Oak Dr, Crownsville, MD 21032",Harbor Oak Dr,Crownsville,MD 21032,1978,246,550000,https://www.zillow.com/homedetails/1169-Harbor-Oak-Dr-Crownsville-MD-21032/36008935_zpid/,19-Jul
4923,Heat pump,Central,None,Carpet,Hardwood,Craftsman,Vinyl Siding,Vinyl Siding,Other,102366,Single Family,2203,3,4,3,0,2,Patio,Vinyl,Vinyl,"840 Oak Trl, Crownsville, MD 21032",Oak Trl,Crownsville,MD 21032,1965,226,497000,https://www.zillow.com/homedetails/840-Oak-Trl-Crownsville-MD-21032/36011257_zpid/,19-Jul
4924,Forced air,Central,Finished basement,Carpet,Hardwood,Other,Brick,Vinyl Siding,Shake/Shingle,21780,Single Family,2349,3,5,3,0,2,Patio,Brick,Vinyl,"265 Long Point Rd, Crownsville, MD 21032",Long Point Rd,Crownsville,MD 21032,1976,509,1195000,https://www.zillow.com/homedetails/265-Long-Point-Rd-Crownsville-MD-21032/36012598_zpid/,19-Jun
4925,Forced air,Central,Partially finished,No Data,No Data,No Data,No Data,No Data,Shake/Shingle,1,Single Family,4301,4,4,3,1,2,Patio,Other,Other,"2004 Haverford Cir, Crownsville, MD 21032",Haverford Cir,Crownsville,MD 21032,1998,159,685000,https://www.zillow.com/homedetails/2004-Haverford-Cir-Crownsville-MD-21032/36013951_zpid/,19-Jun
4926,Heat pump,Central,None,Hardwood,Laminate,Colonial,Brick,Vinyl Siding,Composition,49222.8,Single Family,2810,4,3,2,2,2,Patio,Brick,Vinyl,"1916 Pump Handle Ct, Crownsville, MD 21032",Pump Handle Ct,Crownsville,MD 21032,1986,187,525000,https://www.zillow.com/homedetails/1916-Pump-Handle-Ct-Crownsville-MD-21032/36014078_zpid/,19-Jun
4927,Other,No Data,Finished basement,No Data,No Data,No Data,No Data,No Data,Shake/Shingle,87120,Single Family,2912,2,4,2,0,1,Patio,Brick,Brick,"1160 Saint Stephens Church Rd, Crownsville, MD 21032",Saint Stephens Church Rd,Crownsville,MD 21032,1965,166,482000,https://www.zillow.com/homedetails/1160-Saint-Stephens-Church-Rd-Crownsville-MD-21032/35995041_zpid/,19-Jun
4928,Heat pump,Central,Partially finished,No Data,No Data,Cape Cod,Vinyl Siding,Vinyl Siding,Shake/Shingle,11761.2,Single Family,2200,2,4,2,0,1.5,Patio,Other,Other,"628 Evergreen Rd, Crownsville, MD 21032",Evergreen Rd,Crownsville,MD 21032,1994,175,385000,https://www.zillow.com/homedetails/628-Evergreen-Rd-Crownsville-MD-21032/36017522_zpid/,19-Jun
4929,Forced air,Central,Finished basement,Hardwood,Hardwood,No Data,Vinyl Siding,Vinyl Siding,Shake/Shingle,12632.4,Single Family,2070,3,4,2,1,1,Patio,Vinyl,Vinyl,"1153 Blue Bird Ln, Crownsville, MD 21032",Blue Bird Ln,Crownsville,MD 21032,1974,186,385000,https://www.zillow.com/homedetails/1153-Blue-Bird-Ln-Crownsville-MD-21032/36017881_zpid/,19-Jun
4930,Forced air,Central,Finished basement,Hardwood,Hardwood,No Data,Vinyl Siding,Vinyl Siding,Shake/Shingle,1,Single Family,1824,2,3,2,0,2,Patio,Vinyl,Vinyl,"1444 Hoppa Rd, Crownsville, MD 21032",Hoppa Rd,Crownsville,MD 21032,1975,206,375000,https://www.zillow.com/homedetails/1444-Hoppa-Rd-Crownsville-MD-21032/36012701_zpid/,19-Jun
4931,Radiant,No Data,Partially finished,No Data,No Data,No Data,No Data,No Data,Shake/Shingle,49222.8,Single Family,1536,2,3,2,0,2,Patio,Other,Other,"1381 Generals Hwy, Crownsville, MD 21032",Generals Hwy,Crownsville,MD 21032,1915,72,110001,https://www.zillow.com/homedetails/1381-Generals-Hwy-Crownsville-MD-21032/35995923_zpid/,19-Jun
4932,Forced air,Central,Partially finished,No Data,No Data,Cape Cod,Combination,Combination,Shake/Shingle,18295.2,Single Family,1582,1,1,1,0,0,Patio,Other,Other,"619 Evergreen Rd, Crownsville, MD 21032",Evergreen Rd,Crownsville,MD 21032,1959,195,308897,https://www.zillow.com/homedetails/619-Evergreen-Rd-Crownsville-MD-21032/36017978_zpid/,19-Jun
4933,Other,Central,Unfinished basement,Laminate,Laminate,Contemporary,Vinyl Siding,Vinyl Siding,Asphalt,18295.2,Single Family,1254,2,2,2,0,2,Patio,Other,Vinyl,"1148 Oak View Dr, Crownsville, MD 21032",Oak View Dr,Crownsville,MD 21032,1955,273,342500,https://www.zillow.com/homedetails/1148-Oak-View-Dr-Crownsville-MD-21032/36017134_zpid/,19-Jun
4934,Forced air,Central,Partially finished,Carpet,Laminate,Split level,No Data,No Data,Shake/Shingle,15681.6,Single Family,1832,3,4,3,0,2,Patio,Vinyl,Vinyl,"1050 Omar Dr, Crownsville, MD 21032",Omar Dr,Crownsville,MD 21032,1974,206,377500,https://www.zillow.com/homedetails/1050-Omar-Dr-Crownsville-MD-21032/36017476_zpid/,19-Jun
4935,Heat pump,Central,Partially finished,Hardwood,Hardwood,Contemporary,Vinyl Siding,Vinyl Siding,Composition,11761.2,Single Family,2222,2,4,2,0,2,Patio,Vinyl,Vinyl,"682 N Riverside Dr, Crownsville, MD 21032",N Riverside Dr,Crownsville,MD 21032,2006,326,725000,https://www.zillow.com/homedetails/682-N-Riverside-Dr-Crownsville-MD-21032/36010560_zpid/,19-Jun
4936,Heat pump,Central,Partially finished,No Data,No Data,No Data,No Data,No Data,Other,23958,Single Family,2150,3,4,3,0,3,Patio,Vinyl,Vinyl,"910 Waterview Dr, Crownsville, MD 21032",Waterview Dr,Crownsville,MD 21032,2012,247,530000,https://www.zillow.com/homedetails/910-Waterview-Dr-Crownsville-MD-21032/36017198_zpid/,19-Jun
4937,Heat pump,Central,Partially finished,Hardwood,Tile,Contemporary,Brick,Wood Siding,Composition,1,Single Family,3615,3,4,2,1,2,Patio,Wood,Wood,"1322 Tall Timbers Dr, Crownsville, MD 21032",Tall Timbers Dr,Crownsville,MD 21032,1985,149,538500,https://www.zillow.com/homedetails/1322-Tall-Timbers-Dr-Crownsville-MD-21032/36018652_zpid/,19-Jun
4938,Forced air,Central,None,No Data,No Data,Cape Cod,No Data,No Data,Shake/Shingle,28314,Single Family,792,2,2,1,1,2,Patio,Vinyl,Vinyl,"1401 Generals Hwy, Crownsville, MD 21032",Generals Hwy,Crownsville,MD 21032,1940,217,172000,https://www.zillow.com/homedetails/1401-Generals-Hwy-Crownsville-MD-21032/35994680_zpid/,19-Jun
4939,Heat pump,Central,Partially finished,Hardwood,Tile,Contemporary,No Data,No Data,Composition,101930.4,Single Family,2120,3,3,2,1,2,Patio,Wood,Wood,"1307 Tall Timbers Dr, Crownsville, MD 21032",Tall Timbers Dr,Crownsville,MD 21032,1988,244,517000,https://www.zillow.com/homedetails/1307-Tall-Timbers-Dr-Crownsville-MD-21032/36018667_zpid/,19-Jun
4940,Heat pump,Central,None,No Data,No Data,No Data,Stucco,Stucco,Shake/Shingle,12632.4,Single Family,1562,2,3,2,0,2,Patio,Stucco,Stucco,"832 Boxwood Trl, Crownsville, MD 21032",Boxwood Trl,Crownsville,MD 21032,1940,163,255000,https://www.zillow.com/homedetails/832-Boxwood-Trl-Crownsville-MD-21032/36011488_zpid/,19-Jun
4941,Heat pump,Central,Finished basement,Carpet,Other,Colonial,No Data,No Data,Shake/Shingle,6098,Single Family,1296,2,3,2,0,2,Patio,Vinyl,Vinyl,"956 Fern Trl, Crownsville, MD 21032",Fern Trl,Crownsville,MD 21032,1987,270,350000,https://www.zillow.com/homedetails/956-Fern-Trl-Crownsville-MD-21032/36011699_zpid/,19-May
4942,Baseboard,None,None,Carpet,Laminate,Bungalow,No Data,No Data,Asphalt,5000,Single Family,852,2,2,2,0,1,Yard,Shingle,Shingle,"389 Holly Trl, Crownsville, MD 21032",Holly Trl,Crownsville,MD 21032,1930,246,210000,https://www.zillow.com/homedetails/389-Holly-Trl-Crownsville-MD-21032/36011539_zpid/,19-May
4943,Heat pump,Central,Finished basement,Hardwood,Hardwood,Other,Brick,Vinyl Siding,Tile,13939.2,Single Family,1421,3,4,2,1,2,Patio,Brick,Vinyl,"1005 Wallace Rd, Crownsville, MD 21032",Wallace Rd,Crownsville,MD 21032,1975,276,392500,https://www.zillow.com/homedetails/1005-Wallace-Rd-Crownsville-MD-21032/36017940_zpid/,19-May
4944,Forced air,Central,Unfinished basement,Hardwood,Hardwood,Colonial,Vinyl Siding,Vinyl Siding,Asphalt,58806,Single Family,4104,4,5,3,1,2,Patio,Vinyl,Vinyl,"1408 Gies Ln, Crownsville, MD 21032",Gies Ln,Crownsville,MD 21032,2005,180,740000,https://www.zillow.com/homedetails/1408-Gies-Ln-Crownsville-MD-21032/60915554_zpid/,19-May
4945,Forced air,Central,None,Carpet,Hardwood,Modern,Other,Other,Shake/Shingle,29185.2,Single Family,2329,3,4,2,1,1,Patio,Brick,Wood,"1274 Robert Rd, Crownsville, MD 21032",Robert Rd,Crownsville,MD 21032,1969,219,510000,https://www.zillow.com/homedetails/1274-Robert-Rd-Crownsville-MD-21032/35997653_zpid/,19-May
4946,Heat pump,Central,Finished basement,Carpet,Carpet,Colonial,No Data,No Data,Other,64033.2,Single Family,6474,5,4,4,1,3,Patio,Brick,Stone,"1212 Penderbrooke Ct, Crownsville, MD 21032",Penderbrooke Ct,Crownsville,MD 21032,2000,125,807000,https://www.zillow.com/homedetails/1212-Penderbrooke-Ct-Crownsville-MD-21032/36013730_zpid/,19-May
4947,Forced air,Central,None,Hardwood,Hardwood,Cape Cod,Vinyl Siding,Masonry,Shake/Shingle,10018,Single Family,1465,2,3,2,0,0,Patio,Vinyl,Vinyl,"366 Hickory Trl, Crownsville, MD 21032",Hickory Trl,Crownsville,MD 21032,1940,294,430000,https://www.zillow.com/homedetails/366-Hickory-Trl-Crownsville-MD-21032/36010799_zpid/,19-May
4948,Forced air,Central,Partially finished,Hardwood,Hardwood,No Data,Vinyl Siding,Vinyl Siding,Shake/Shingle,14810.4,Single Family,1232,2,3,2,0,0,Patio,Other,Other,"833 Spruce Trl, Crownsville, MD 21032",Spruce Trl,Crownsville,MD 21032,1979,310,382000,https://www.zillow.com/homedetails/833-Spruce-Trl-Crownsville-MD-21032/36011744_zpid/,19-May
4949,Heat pump,Central,None,No Data,No Data,Contemporary,Other,Other,Asphalt,82328.4,Single Family,3674,3,3,2,1,2,Patio,Other,Other,"1309 Saint Pauls Way, Crownsville, MD 21032",Saint Pauls Way,Crownsville,MD 21032,1985,374,1375000,https://www.zillow.com/homedetails/1309-Saint-Pauls-Way-Crownsville-MD-21032/35998011_zpid/,19-May
4950,Baseboard,Other,None,Carpet,Laminate,No Data,Vinyl Siding,Brick Veneer,Shake/Shingle,10001,Single Family,960,1,2,1,0,1,Patio,Vinyl,Vinyl,"828 Hazel Trl, Crownsville, MD 21032",Hazel Trl,Crownsville,MD 21032,1974,280,269000,https://www.zillow.com/homedetails/828-Hazel-Trl-Crownsville-MD-21032/36010468_zpid/,19-May
4951,Heat pump,Central,Finished basement,Carpet,Tile,Colonial,No Data,No Data,Shake/Shingle,10000,Single Family,2296,4,4,3,1,3,Patio,Vinyl,Vinyl,"415 Kyle Rd, Crownsville, MD 21032",Kyle Rd,Crownsville,MD 21032,1997,200,459900,https://www.zillow.com/homedetails/415-Kyle-Rd-Crownsville-MD-21032/36011687_zpid/,19-May
4952,Forced air,None,Partially finished,Laminate,Tile,Bungalow,No Data,No Data,Shake/Shingle,4700,Single Family,946,1,3,1,0,1,Patio,Composition,Composition,"730 N Riverside Dr, Crownsville, MD 21032",N Riverside Dr,Crownsville,MD 21032,1935,137,130000,https://www.zillow.com/homedetails/730-N-Riverside-Dr-Crownsville-MD-21032/36010425_zpid/,19-May
4953,Heat pump,Central,Finished basement,Carpet,Linoleum / Vinyl,Other,Vinyl Siding,Vinyl Siding,Shake/Shingle,11761.2,Single Family,2048,2,3,2,1,1,Patio,Shingle,Shingle,"925 Diggs Rd, Crownsville, MD 21032",Diggs Rd,Crownsville,MD 21032,1987,180,369000,https://www.zillow.com/homedetails/925-Diggs-Rd-Crownsville-MD-21032/36011697_zpid/,19-May
4954,Heat pump,Central,Partially finished,No Data,No Data,Colonial,Vinyl Siding,Vinyl Siding,Shake/Shingle,10001,Single Family,1330,3,3,2,1,2,Patio,Other,Other,"811 Redwood Trl, Crownsville, MD 21032",Redwood Trl,Crownsville,MD 21032,2003,286,379900,https://www.zillow.com/homedetails/811-Redwood-Trl-Crownsville-MD-21032/36010964_zpid/,19-May
4955,Forced air,Central,None,Carpet,Carpet,No Data,Brick,Aluminum Siding,Shake/Shingle,7405,Single Family,960,2,3,1,1,1,Patio,Other,Other,"824 Oak Trl, Crownsville, MD 21032",Oak Trl,Crownsville,MD 21032,1978,293,281000,https://www.zillow.com/homedetails/824-Oak-Trl-Crownsville-MD-21032/36011523_zpid/,19-Apr
4956,Forced air,Central,Partially finished,Hardwood,Hardwood,Colonial,Brick,Wood Siding,Shake/Shingle,39639.6,Single Family,3620,3,4,2,1,3,Patio,Brick,Wood,"1358 Sweet Pea Path, Crownsville, MD 21032",Sweet Pea Path,Crownsville,MD 21032,1992,180,650000,https://www.zillow.com/homedetails/1358-Sweet-Pea-Path-Crownsville-MD-21032/36001288_zpid/,19-Apr
4957,Forced air,Central,Finished basement,Hardwood,Tile,Colonial,Brick,Brick Front,Composition,74487.6,Single Family,5452,5,4,3,2,2,Patio,Vinyl,Vinyl,"2007 Coleridge Ln, Crownsville, MD 21032",Coleridge Ln,Crownsville,MD 21032,2000,125,680000,https://www.zillow.com/homedetails/2007-Coleridge-Ln-Crownsville-MD-21032/36013930_zpid/,19-Apr
4958,Heat pump,Central,None,Carpet,Laminate,Ranch,No Data,No Data,Asphalt,10018,Single Family,2028,2,3,2,0,1,Patio,Wood,Wood,"861 Birch Trl, Crownsville, MD 21032",Birch Trl,Crownsville,MD 21032,1925,121,245000,https://www.zillow.com/homedetails/861-Birch-Trl-Crownsville-MD-21032/36011289_zpid/,19-Apr
